FG,版次,物料描述,工厂,BOM用途,创建日期,修改日期,component,版次,组件描述,quantity,超领率,UOM,采购类型,优先级,替代组,使用可能性,ICT项目类别,排序字符串,项目文本行 2,策略,与核算成本相关标识,项目文本行1,生产仓储地点
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0273,1A,"Resistor,0201,±1%,680K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R12,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0241,1A,"Resistor,0201,±1%,4.7K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R24,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0001,1A,"Resistor,0201,0.5A,0 ohm",1000.000,0,ST,F,0,,0,L,,,,X,R2,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0213,1A,"Resistor,0201,±5%,47K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R6,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0237,1A,"Resistor,0201,±1%,1M ohm",1000.000,0,ST,F,0,,0,L,,,,X,R42,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0308,1A,"Resistor,0201,±1% 46.4k ohm",1000.000,0,ST,F,0,,0,L,,,,X,R31,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,110-0161,1A,"Resistor,0201,±1%,200 ohm",1000.000,0,ST,F,0,,0,L,,,,X,R45,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,120-0051,1A,"Ferrite,0402,10 Ohm,100MHz,1A,lead free",8000.000,0,ST,F,0,,0,L,,,,X,"L2,L3,L5,L8,L11,L16,L22,L105",9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,120-0099,1A,"Ind,2.2uH±20%,75MHz,0.173ohm,2.1X2.2X1.0",1000.000,0,ST,F,0,,0,L,,,,X,L14,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,120-0100,1A,"Ind,1.5uH±20%,80MHz,0.116ohm,2.1x2.2x1.0",1000.000,0,ST,F,0,,0,L,,,,X,L1,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,120-0143,1A,"Ind,1uH±20%,0402,1MHz,270mA,0.94ohm",1000.000,0,ST,F,0,,0,L,,,,X,L7,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,120-0129,1A,"Ferrite,0201,600 ohm±25%,100MHz,250mA",9000.000,0,ST,F,0,,0,L,,,,X,"L9,L10,L13,L17,L18,L19,L20,L115,L116",9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0392,1A,"IC,5.5V 3A with discharge Resistor",3000.000,0,ST,F,0,,0,L,,,,X,"U3,U4,U15",9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0221,1A,"IC,3*3mm,BGA36PIN,lead free",1000.000,0,ST,F,0,,0,L,,,,X,U6,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0341,1A,"IC,25-28Gb/s Quad CDR& Driver",1000.000,0,ST,F,0,,0,L,,,,X,U5,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0179,1A,"IC,High-Efficiency,Step-Down Converter",1000.000,0,ST,F,0,,0,L,,,,X,U14,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0246,1A,"IC,boost converter",1000.000,0,ST,F,0,,0,L,,,,X,U2,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0386,1A,"IC,ultra small adjustable sequencing",1000.000,0,ST,F,0,,0,L,,,,X,U16,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0253,1A,P-Channel Power MOSFET,1000.000,0,ST,F,0,,0,L,,,,X,Q2,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,140-0384,1A,"Diode,30V schottky barrier diode",1000.000,0,ST,F,0,,0,L,,,,X,D1,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,7/1/19,160-1172,1A,PCB with M37244,1000.000,0,ST,F,0,,0,L,,,,X,PCB,9030
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,700-1206,1A,"Schematics,CWDM4 COP DUPLEX M37244",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,710-1207,1A,"Assembly drawing,CWDM4 COP DUPLEX M37244",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,730-1210,1A,"PCB fab drawing,CWDM4 COP DUPLEX M37244",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,740-1213,1A,"PCB pick & place,CWDM4 COP DUPLEX M37244",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,750-1224,1A,"Gerber file,CWDM4 COP DUPLEX M37244",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,770-1211,1A,"PCB Layout drawing,CWDM4 COP DUPLEX M372",1000.000,0,ST,E,0,,0,N,,,,,,
504-1369,1B,"PCBA BOM,CWDM4 COP DUPLEX with M37244",1000,1,6/11/19,,780-1198,1A,"PCB dimension and tolerance,CWDM4 COP DU",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,9/6/19,199-0001,1A,NO Component,33000.000,0,ST,,0,,0,N,,"U12,R50,U15,R6,R10,R11,R12,R5,R9,R8,C7,C",,,"C1,C16,C95,R1,R148,R150,Q1,L25,C198,C23,",
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0024,1A,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",30000.000,0,ST,F,0,,0,L,,"70,C72,C75,C77,C78,C79,C81,C82,C83,C84,C",,X,"C6,C13,C25,C34,C39,C40,C43,C47,C50,C56,C",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0025,1A,"Capacitor,10000pF,±10%,0201,X7R,10V",16000.000,0,ST,F,0,,0,L,,"C101,C103,C113,C114,C115,C116",,X,"C27,C29,C30,C31,C32,C33,C36,C37,C49,C98,",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0033,1A,"Capacitor,1000PF(1nf),±10%,0201,X7R,25V",5000.000,0,ST,F,0,,0,L,,,,X,"C14,C26,C48,C51,C59",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0038,1A,"Capacitor,100pF,±5%,0201,C0G,50V",1000.000,0,ST,F,0,,0,L,,,,X,C96,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0061,1A,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",2000.000,0,ST,F,0,,0,L,,,,X,"C35,C58",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0062,1A,"Capacitor,1uF,±20%,0201,X5R,6.3V",6000.000,0,ST,F,0,,0,L,,,,X,"C18,C19,C41,C92,C93,C99",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0074,1A,"Capacitor,10UF,±20%,0402,X5R,6.3V",11000.000,0,ST,F,0,,0,L,,",C199",,X,"C17,C20,C24,C38,C42,C44,C45,C53,C57,C104",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0116,1A,"Capacitor,47uF,±20%,0603,X5R,6.3V",2000.000,0,ST,F,0,,0,L,,,,X,"C111,C112",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0119,1A,"Capacitor,2.2uF,±10%,0402,X5R,35V",2000.000,0,ST,F,0,,0,L,,,,X,"C12,C28",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,100-0122,1A,"Capacitor,0.47uF,±10%,0402,X7R,10V",2000.000,0,ST,F,0,,0,L,,,,X,"C11,C105",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0001,1A,"Resistor,0201,0.5A,0 ohm",5000.000,0,ST,F,0,,0,L,,,,X,"R2,R76,R146,R149,R151",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0002,1A,"Resistor,0201,±1%,1.2K ohm",5000.000,0,ST,F,0,,0,L,,,,X,"R27,R43,R47,R51,R75",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0011,1A,"Resistor,0201,±5%,39 ohm",4000.000,0,ST,F,0,,0,L,,,,X,"R19,R20,R21,R22",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0064,1A,"Resistor,0201,±1%,10K ohm",13000.000,0,ST,F,0,,0,L,,"R74,R147,R30",,X,"R13,R18,R26,R28,R29,R44,R46,R49,R52,R73,",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0161,1A,"Resistor,0201,±1%,200 ohm",1000.000,0,ST,F,0,,0,L,,,,X,R45,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0177,1A,"Resistor,0201,±1%,0.05W,33K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R40,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0237,1A,"Resistor,0201,±1%,1M ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R42,R3",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0241,1A,"Resistor,0201,±1%,4.7K ohm",3000.000,0,ST,F,0,,0,L,,,,X,"R24,R23,R25",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0243,1A,"Resistor,0201,±1%,13K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R41,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0298,1A,"Resistor,0201,±1%,0.05W,39K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R4,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0308,1A,"Resistor,0201,±1% 46.4k ohm",1000.000,0,ST,F,0,,0,L,,,,X,R31,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,110-0040,1A,"Resistor,0603,1A,0 ohm",1000.000,0,ST,F,0,,0,L,,,,X,L35,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0029,1A,"Ind,4.7uH±20%,0603,1MHz,80mA,0.78ohm",2000.000,0,ST,F,0,,0,L,,,,X,"L2,L3",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0046,1A,"Inductor,10uH,±20%,0603,lead free",1000.000,0,ST,F,0,,0,L,,,,X,L7,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,4/23/20,120-0051,1A,"Ferrite,0402,10 Ohm,100MHz,1A,lead free",3000.000,0,ST,F,0,A1,0,L,,,1,X,"L11,L21,L22",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0099,1A,"Ind,2.2uH±20%,75MHz,0.173ohm,2.1X2.2X1.0",1000.000,0,ST,F,0,,0,L,,,,X,L14,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0143,1A,"Ind,1uH±20%,0402,1MHz,270mA,0.94ohm",1000.000,0,ST,F,0,,0,L,,,,X,L9,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0232,1A,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",8000.000,0,ST,F,0,,0,L,,,,X,"L30,L31,L32,L33,L18,L24,L27,L28",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,120-0157,1A,"Ferrite,0603,330ohm±25%,100MHz,1500mA",3000.000,0,ST,F,0,,0,L,,,,X,"L5,L8,L23",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0113,1A,"IC,ARM-CORE-MCU,40-LEAD LFCSF-WQ,QFN-40",1000.000,0,ST,F,0,,0,L,,,,X,U17,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0179,1A,"IC,High-Efficiency,Step-Down Converter",1000.000,0,ST,F,0,,0,L,,,,X,U14,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0253,1A,P-Channel Power MOSFET,1000.000,0,ST,F,0,,0,L,,,,X,Q2,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0384,1A,"Diode,30V schottky barrier diode",1000.000,0,ST,F,0,,0,L,,,,X,D1,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0386,1A,"IC,ultra small adjustable sequencing",1000.000,0,ST,F,0,,0,L,,,,X,U16,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0392,1A,"IC,5.5V 3A with discharge Resistor",2000.000,0,ST,F,0,,0,L,,,,X,"U3,U4",5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,140-0434,1A,"IC,93-ball FC-CSP,24-28G Quad CDR&Driver",1000.000,0,ST,F,0,,0,L,,,,X,U22,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,7/1/19,160-1179-00,2B,"PCB,sola 370HR + M6,PSNT GN2105+GN2109",1000.000,0,ST,F,0,,0,L,,,,X,,5016
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,700-1223-00,2B,"Schematics,CWDM4 COP(GN2105+GN2109),PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,710-1224-00,2B,"PCB Assembly drawing,CWDM4 COP PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,730-1227-00,2B,"PCBdrawing,CWDM4 COP(GN2105+GN2109),PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,740-1230-00,2B,"PCB pickplace,CWDM4 COP,GN2105+2109,PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,750-1241-00,2B,"Gerber file,CWDM4 COP,GN2105+2109,PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,770-1228-00,2B,"PCB Layout,CWDM4 COP GN2105+2109,PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,6/11/19,,780-1214-00,2B,"PCB D&t,CWDM4 COP GN2105+2109,PSNT",1000.000,0,ST,E,0,,0,N,,,,,,
504-1385-00,2E,"PCBA BOM,CWDM4 COP(GN2105+GN2109),PSNT",1000,1,9/6/19,4/23/20,120-0248,1A,"Ferrite Bead,0402,100MHz,1A,10ohm",3000.000,0,ST,F,0,A1,100,L,,,1,X,"L11,L21,L22",5016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000.000,0,ST,E,0,A1,100,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,4/12/21,6/27/23,280-1800,1A,"CB BOM,QSFP28 COP V2.0(Weld +Ocl)",1000.000,0,ST,E,0,A1,0,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-1133,2B,"OB Ass-BOM,CWDM4 V2.0(Welding version)",1000.000,0,ST,E,0,B1,100,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/27/23,6/27/23,223-0011,1C,"CM,OB Ass-BOM,500031(Welding)",1000.000,0,ST,F,0,B1,0,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-1020,1E,"Mold Lens&Al Cover Sub-Ass-BOM,CWDM4V2.0",1000.000,2.70,ST,E,0,C1,100,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/27/23,6/27/23,223-0012,1B,"CM,Lens&Al Cover Sub-Ass-BOM,500031",1000.000,2.70,ST,F,0,C1,0,L,,,1,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,320-0550,1A,"Metal Cover,OB BOX Weld version",1000.000,0.70,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-0695,1C,TX Devide Side C-Lens Holder 2.2*1.8*3,4000.000,5.40,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-0791,1A,CLENS NSF11 R1.65*T1.70*D1.4,4000.000,3.20,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,310-0414-01,1A,"Epoxy,Innolight,UV-T53,3ml/支",2.000,0,ML,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,310-0109,1A,"Acrylate,Innolight,UV-003,5g/支",3.000,0,G,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",27.961,0,ML,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,310-0284,1A,"Acrylate,Innolight,UV-006,3ml/支",3.100,0,ML,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,287-0003,1B,Isolator D2.5mm CA 0.7 single 7degree,1000.000,0.90,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/27/23,7/4/23,280-0898,1B,"Tilt Prism PEI Lens,14.45deg* 4.86 deg",1000.000,0,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,6/20/19,6/27/23,280-0897,1A,"Light path lift,73.3deg,2.54*3.15*1.27mm",150.000,0,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,1/4/22,6/27/23,310-0147,1A,"Epoxy,Innolight,T-16,30ml/支",46.532,4.50,ML,F,0,,0,L,,,,,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,1/4/22,6/27/23,313-0043,1A,"Epoxy,Innolight,UV-114,3ml/支",7.100,4.50,ML,F,0,,0,L,,,,,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,9/28/21,6/27/23,280-0650,1C,TX receptacle,20.000,0,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,9/28/21,6/27/23,320-0493,1A,Receptacle z ring,20.000,0,ST,F,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,9/28/21,6/27/23,280-1459,1A,"TX Receptacle Side Lens,CWDM4 COP(Wel)",10.000,0,ST,E,0,,0,L,,,,X,,2016
260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000,1,9/28/21,6/27/23,280-1460,1A,"RX Receptacle Side Lens,CWDM4 COP(Wel)",10.000,0,ST,E,0,,0,L,,,,X,,2016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0213,1A,aspherical lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0765,1A,"Lens,Φ1.0,EYLGUFB508A",4000.000,1.40,ST,F,0,A1,100,L,,,1,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0425,1A,Aspheric Glass Round Bare Lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,284-0014,1C,"TX LD Lens,G27Ø1.0*0.8,Optowide,TA17020",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0810,1C,"CoC submount 9*2.2*0.3mm,AlN",1000.000,0.30,ST,F,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0916-27,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1271nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0916-29,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1291nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0916-31,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1311nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,7/29/22,280-0916-33,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1331nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,11/12/20,280-1159,1E,"RX CB Ass-BOM,CWDM4 V2.0(Welding,GCS PD)",1000.000,0,ST,E,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,11/24/20,910-0067,1A,Gold Wire UB-1.0MIL,0.007,0,ZPC,F,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,11/10/19,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,11/10/19,310-0282,1A,"Acrylate,Innolight,UV-61,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1418,1B,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",1000,1,6/20/19,11/10/19,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",5.000,0,G,F,0,,0,L,,,,X,,1016
502-2219,1D,"Mod-Ass,N197,CWDM4 COP V2.0,Amazon,Ocl",1000,1,6/20/19,,260-0141-02,2A,"BOSA Ass-BOM,CWDM4 V2.0(Weld+Oclaro DFB)",1000.000,0,ST,E,0,A1,100,L,,,1,X,,5016
502-2219,1D,"Mod-Ass,N197,CWDM4 COP V2.0,Amazon,Ocl",1000,1,6/20/19,,260-0236,1D,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",1000.000,0,ST,E,0,A1,0,L,,,1,X,,5016
502-2219,1D,"Mod-Ass,N197,CWDM4 COP V2.0,Amazon,Ocl",1000,1,6/20/19,2/28/23,300-0150,1E,Housing body,1000.000,0.10,ST,F,0,,0,L,,,,X,,6010
