类,交货,项目,类别,创建者,时间,创建日期,PN,已输入物料,物料组,Plant,Storage,批次,供应商批次,客户物料号,产品模式,Quantity_Delivered,计,SU,分子,分母,净重量,毛重,WUn,业务量,VUn,PD,无限制,过量交货限度,交货不足限度,BS,冻结,Mat.Av.Dt.,Quantity,Description,仓位,起始凭证,项目,凭证,PrDocLogSys,参考凭证,参考项,U,上层项,BilRl,LGrp,运输组
800,0080210552,30,YKEN,BIZLINK,9:55:09 PM,2/29/24,500-5614-030,500-5614-030,500,1000,3013,,,10-3181-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,120,Q28 AOC G3 30m BRCM Vcsel Cisco,,,0,,,0040019560,30,X,0,K,0001,0001
800,0080212423,10,YKBN,BIZLINK,8:56:41 PM,3/13/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/10/24,120,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017855,70,X,0,,0001,0001
800,0080212424,10,YKBN,BIZLINK,8:56:50 PM,3/13/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/17/24,120,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017855,80,X,0,,0001,0001
800,0080212965,10,YKEN,BIZLINK,9:14:53 PM,3/17/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,120,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019591,160,X,0,K,0001,0001
800,0080213234,10,YKEN,BIZLINK,9:19:30 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,120,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019670,260,X,0,K,0001,0001
800,0080213689,10,ZTAN,WANGZB,8:53:01 PM,3/20/24,500-6448,500-6448,500,1000,3013,,,3406A08L,SM,120,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/20/24,120,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",,,0,,,0010038661,10,X,0,K,0001,0001
800,0080209484,10,YKEN,BIZLINK,5:09:06 PM,2/25/24,561-0125,561-0125,561,7000,3013,,,10-3142-03,MM,121,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,121,"100G SR4 100m semetch+Sony+GCS,cisco TW",,,0,,,0040019292,10,X,0,K,0001,0001
800,0080210593,10,YKBN,BIZLINK,11:02:13 AM,3/1/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,122,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,122,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017862,60,X,0,,0001,0001
800,0080206563,10,YKEN,BIZLINK,2:06:05 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,124,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,124,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019141,10,X,0,K,0001,0001
800,0080207231,10,YKEN,ZHANGDL,10:36:59 AM,2/4/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,128,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/4/24,128,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040019172,1,X,0,K,0001,0001
800,0080209057,10,ZTAN,SUNYJ,3:55:39 PM,2/22/24,500-5595,500-5595,500,1000,3013,,,795250EBKK3223,SM,128,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,128,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,,0,,,0010039120,10,X,0,K,0001,0001
800,0080201898,10,ZTAN,YANGLH,10:39:15 AM,1/2/24,500-6336,500-6336,500,1000,3013,,,0330306A0022,MM,129,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/2/24,129,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",,,0,,,0010035379,10,X,0,K,0001,0001
800,0080209003,10,YKBN,WANGZB,11:16:05 AM,2/22/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,130,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/22/24,130,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020018009,10,X,0,,0001,0001
800,0080213691,10,ZTAN,WANGZB,8:53:19 PM,3/20/24,500-6448,500-6448,500,1000,3013,,,3406A08L,SM,130,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/20/24,130,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",,,0,,,0010038735,10,X,0,K,0001,0001
800,0080210315,10,YKEN,ZHANGDL,11:31:52 AM,2/29/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,131,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,131,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040019503,1,X,0,K,0001,0001
800,0080206271,10,YKEN,BIZLINK,9:21:36 PM,1/29/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,136,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,136,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040018899,10,X,0,K,0001,0001
800,0080202992,10,YKBN,BIZLINK,3:29:29 PM,1/9/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,140,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/9/24,140,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017747,580,X,0,,0001,0001
800,0080210268,10,YKEN,BIZLINK,10:52:08 AM,2/29/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,140,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,140,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019476,580,X,0,K,0001,0001
800,0080210582,10,ZTAN,ZHANGDL,10:28:51 AM,3/1/24,500-7041,500-7041,500,1000,3013,,,34061299-006,SM,141,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,6/21/24,141,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,,0,,,0010038823,2,X,0,K,0001,0001
800,0080206255,10,YKEN,BIZLINK,8:18:07 PM,1/29/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,144,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,144,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040018882,10,X,0,K,0001,0001
800,0080209489,10,YKEN,BIZLINK,5:09:18 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,144,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,144,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019297,10,X,0,K,0001,0001
800,0080202291,10,YKBN,BIZLINK,3:26:01 PM,1/4/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,145,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/4/24,145,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0020017461,10,X,0,,0001,0001
800,0080205175,10,YKBN,BIZLINK,2:48:52 PM,1/23/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,145,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/23/24,145,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017788,10,X,0,,0001,0001
800,0080206542,10,YKEN,BIZLINK,2:05:15 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,145,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,145,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019120,10,X,0,K,0001,0001
800,0080209467,10,YKEN,BIZLINK,4:19:29 PM,2/25/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,145,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,145,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019275,10,X,0,K,0001,0001
800,0080212420,10,ZTAN,BIZLINK,8:51:13 PM,3/13/24,500-4292,500-4292,500,7000,3013,,,TR-FC13T-N00,SM,145,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/13/24,145,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",,,0,,,0010039248,50,X,0,K,0001,0001
800,0080204419,10,ZTAN,ZHANGDL,3:34:13 PM,1/18/24,500-7041,500-7041,500,1000,3013,,,34061299-006,SM,148,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/12/24,148,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,,0,,,0010038382,1,X,0,K,0001,0001
800,0080205174,10,YKBN,BIZLINK,2:48:44 PM,1/23/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,150,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/23/24,150,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017787,10,X,0,,0001,0001
800,0080207566,10,ZTAN,BIZLINK,9:51:20 PM,2/6/24,500-3886,500-3886,500,1000,3013,,,5061997001,SM,150,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/6/24,150,"100G eCWDM4 V2.0,for ADVA,GEN3 Mits DFB",,,0,,,0010038678,10,X,0,K,0001,0001
800,0080209466,10,YKEN,BIZLINK,4:19:26 PM,2/25/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,150,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,150,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019274,10,X,0,K,0001,0001
800,0080212263,10,ZTAN,ZHANGDL,3:58:25 PM,3/12/24,500-6035,500-6035,500,1000,3013,,,34061300,SM,150,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,150,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,,0,,,0010038209,1,X,0,K,0001,0001
800,0080212653,10,YKBN,WANGZB,9:24:59 AM,3/15/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,150,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/15/24,150,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020018086,10,X,0,,0001,0001
800,0080202617,10,YKBN,BIZLINK,9:25:50 AM,1/15/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,157,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/15/24,157,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,240,X,0,,0001,0001
800,0080209351,10,YKBN,BIZLINK,9:11:01 PM,2/23/24,500-5614-010,500-5614-010,500,1000,3013,,,10-3177-04,MM,157,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,157,Q28 AOC G3 10m BRCM Vcsel Cisco,,,0,,,0020017748,330,X,0,,0001,0001
800,0080202611,10,YKBN,BIZLINK,3:57:57 PM,1/6/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,160,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,650,X,0,,0001,0001
800,0080202615,10,YKBN,BIZLINK,3:59:33 PM,1/6/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/8/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,220,X,0,,0001,0001
800,0080204680,10,YKBN,BIZLINK,10:22:25 PM,1/19/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,160,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,210,X,0,,0001,0001
800,0080204983,10,YKEN,ZHANGDL,1:57:01 PM,1/22/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/22/24,160,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040018844,1,X,0,K,0001,0001
800,0080205665,20,YKEN,LIUHR,9:40:28 AM,1/26/24,500-5010,500-5010,500,1000,3013,,,TR-QQ13T-NW2,SM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/26/24,160,"QSFP+ IR4/LR4 V3.0(100G_Ocl DFB),for AWS",,,0,,,0040018854,20,X,0,K,0001,0001
800,0080206539,10,YKEN,BIZLINK,2:05:08 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,160,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019117,10,X,0,K,0001,0001
800,0080206540,10,YKEN,BIZLINK,2:05:10 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,160,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019118,10,X,0,K,0001,0001
800,0080206549,10,YKEN,BIZLINK,2:05:32 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,160,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019127,10,X,0,K,0001,0001
800,0080206881,20,YKBN,BIZLINK,8:26:01 AM,2/1/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,160,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017786,10,X,0,,0001,0001
800,0080207573,10,YKBN,BIZLINK,7:55:30 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,260,X,0,,0001,0001
800,0080207575,10,YKBN,BIZLINK,7:55:43 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,280,X,0,,0001,0001
800,0080207577,10,YKBN,BIZLINK,7:55:57 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,300,X,0,,0001,0001
800,0080207582,10,YKBN,BIZLINK,7:58:13 AM,2/7/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,160,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0020017747,420,X,0,,0001,0001
800,0080207583,10,YKBN,BIZLINK,8:02:53 AM,2/7/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,160,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0020017747,430,X,0,,0001,0001
800,0080209414,10,YKEN,BIZLINK,4:17:16 PM,2/25/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,160,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019222,10,X,0,K,0001,0001
800,0080209457,10,YKEN,BIZLINK,4:19:04 PM,2/25/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,160,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019265,10,X,0,K,0001,0001
800,0080209481,10,YKEN,BIZLINK,4:40:46 PM,2/25/24,561-0125,561-0125,561,7000,3013,,,10-3142-03,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,160,"100G SR4 100m semetch+Sony+GCS,cisco TW",,,0,,,0040019289,10,X,0,K,0001,0001
800,0080210147,10,YKEN,BIZLINK,12:08:32 AM,2/29/24,561-0098,561-0098,561,1000,3013,,,10-3145-02,SM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,160,"100G QSFP28 CWDM4 COP V2(Mit),Cisco,TW",,,0,,,0040019438,170,X,0,K,0001,0001
800,0080210157,10,YKEN,BIZLINK,6:10:54 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019445,160,X,0,K,0001,0001
800,0080210248,10,YKEN,BIZLINK,10:18:36 AM,2/29/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,160,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0040019466,910,X,0,K,0001,0001
800,0080210281,10,YKEN,BIZLINK,11:09:57 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019486,220,X,0,K,0001,0001
800,0080210406,10,YKEN,BIZLINK,2:38:19 PM,2/29/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,160,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0040019551,210,X,0,K,0001,0001
800,0080210776,10,YKBN,BIZLINK,12:19:35 PM,3/3/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,160,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,260,X,0,,0001,0001
800,0080210778,10,YKBN,BIZLINK,12:20:14 PM,3/3/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/5/24,160,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0020017747,940,X,0,,0001,0001
800,0080210779,10,YKBN,BIZLINK,12:20:31 PM,3/3/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/12/24,160,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0020017747,950,X,0,,0001,0001
800,0080213009,10,YKEN,BIZLINK,10:27:41 PM,3/17/24,500-5499,500-5499,500,1000,3013,,,10-3145-02,SM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,160,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019635,160,X,0,K,0001,0001
800,0080213238,10,YKEN,BIZLINK,9:21:17 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019672,160,X,0,K,0001,0001
800,0080213242,10,YKEN,BIZLINK,9:22:38 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,160,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019674,160,X,0,K,0001,0001
800,0080213272,10,YKEN,BIZLINK,9:42:09 AM,3/19/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,160,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,160,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019697,390,X,0,K,0001,0001
800,0080207304,10,ZTAN,BIZLINK,5:34:30 PM,2/4/24,500-6283-010,500-6283-010,500,1000,3013,,,RDH 104 03/10M,MM,161,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/5/24,161,"100G QSFP28 AOC Gen3,10m,Avago,ERI",,,0,,,0010038580,10,X,0,K,0001,0001
800,0080209350,10,YKBN,BIZLINK,9:10:20 PM,2/23/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,163,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,163,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017747,640,X,0,,0001,0001
800,0080204984,10,YKEN,ZHANGDL,1:57:07 PM,1/22/24,500-4752,500-4752,500,1000,3013,,,34060645-002,SM,175,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/22/24,175,"QSFP+ LR4 V3.0 Ocl,GCS)HT(34060645-002)",,,0,,,0040018845,1,X,0,K,0001,0001
800,0080206492,10,YKEN,BIZLINK,2:03:13 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,175,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,175,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019070,10,X,0,K,0001,0001
800,0080212752,10,ZTAN,SUNYJ,3:59:43 PM,3/15/24,500-6417,500-6417,500,1000,3013,,,AB-QT0613C4nL,SM,175,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/15/24,175,"100G CWDM4 COP Gen3.1,Mit+Sif,Alibaba",,,0,,,0010039515,20,X,0,K,0001,0001
800,0080206359,10,YKEN,BIZLINK,1:57:29 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,176,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,176,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040018937,10,X,0,K,0001,0001
800,0080206459,10,YKEN,BIZLINK,2:01:46 PM,1/30/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,180,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,180,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040019037,10,X,0,K,0001,0001
800,0080206568,10,YKEN,BIZLINK,2:06:18 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,184,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,184,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019146,10,X,0,K,0001,0001
800,0080209432,10,YKEN,BIZLINK,4:18:03 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,184,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,184,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019240,10,X,0,K,0001,0001
800,0080207585,10,YKBN,BIZLINK,7:59:32 AM,2/7/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,186,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,186,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0020017747,1170,X,0,,0001,0001
800,0080203825,10,ZTAN,BIZLINK,11:38:07 AM,1/15/24,500-7232,500-7232,500,1000,3013,,,TR-BC13P-H00,SM,190,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/15/24,190,100G QSFP28 CGR4 BiDi Gen3 2km Standard,,,0,,,0010038652,10,X,0,K,0001,0001
800,0080205719,10,ZTAN,SUNYJ,1:24:15 PM,1/26/24,500-5594,500-5594,500,1000,3013,,,795250EBKK3222,MM,192,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,192,"100G Q28 SR4 G3 Avago LP Vcsel,Tencent",,,0,,,0010038862,10,X,0,K,0001,0001
800,0080212170,10,YKBN,BIZLINK,8:52:30 AM,3/12/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,195,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/26/24,195,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017753,30,X,0,,0001,0001
800,0080202099,10,ZTAN,YANGLH,3:32:59 PM,1/3/24,500-6336,500-6336,500,1000,3013,,,0330306A0022,MM,196,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/3/24,196,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",,,0,,,0010035620,10,X,0,K,0001,0001
800,0080201917,10,ZTAN,BIZLINK,1:07:44 PM,1/2/24,561-0005,561-0005,561,7000,3013,,,600205,MM,200,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/2/24,200,"100G QSFP28 SR4_TR-FC85S-N70,from TW",,,0,,,0010034020,110,X,0,K,0001,0001
800,0080206404,10,YKEN,BIZLINK,1:59:24 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,200,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,200,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040018982,10,X,0,K,0001,0001
800,0080206429,10,YKEN,BIZLINK,2:00:31 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,200,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,200,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019007,10,X,0,K,0001,0001
800,0080206520,10,YKEN,BIZLINK,2:04:20 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,200,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,200,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019098,10,X,0,K,0001,0001
