版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",1000,5016,制五线边仓,2420100139,200.000
1B,0,350-0090,"Antistatic EPE sponge,275x225x25mm,pink",1000,5016,制五线边仓,2420100140,100.000
1B,0,350-0106,"Tray,296x206x15mm,pack,10m",1000,5016,制五线边仓,2411500276,680
1B,0,350-0107,"Tray,296x206x35mm,pack,30m",1000,5016,制五线边仓,2410500243,58
1A,0,350-0113,"EPE sponge,435*360*10mm,pink",1000,5016,制五线边仓,23C0700160,95.500
1A,0,350-0129,"Carton,167*82*20mm,blank,Extreme",1000,5016,制五线边仓,22C0300039,600
1A,0,350-0140,"Antistatic bag,370*340mm,siding 10mm,H3C",1000,5016,制五线边仓,2320200114,661
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,5016,制五线边仓,2383100108,200
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,5016,制五线边仓,2392000007,300
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,5016,制五线边仓,2392800188,100
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",1000,5016,制五线边仓,2392800189,200
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",2000,5016,制五线边仓,2390600043,100
1A,0,350-0147,"Antistatic EPE Sponge,240*230*10mm,H3C",2000,5016,制五线边仓,2392700154,400
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",1000,5016,制五线边仓,2390600044,196
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",1000,5016,制五线边仓,23B1700001,300
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",1000,5016,制五线边仓,23C2800221,100
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",1000,5016,制五线边仓,23C2800222,400
1A,0,350-0148,"Antistatic EPE sponge,220*85*10mm,H3C",2000,5016,制五线边仓,23B1700001,700
1A,0,350-0149,"Antistatic EPE Sponge 220*210*15MM,H3C",1000,5016,制五线边仓,2231611111,97
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",1000,5016,制五线边仓,2412500100,395
1B,0,350-0152,"EPE sponge,445*215*20mm,HW",1000,5016,制五线边仓,2412500101,105
1A,0,350-0153,"Carton,508*475*360mm,Ruijie,Packing",1000,5016,制五线边仓,2411100494,28
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",1000,5016,制五线边仓,2410600098,449
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",1000,5016,制五线边仓,2411500277,5000
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",2000,5016,制五线边仓,2411700219,900
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",2000,5016,制五线边仓,2411700220,4000
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",2000,5016,制五线边仓,2413100269,2100
1A,0,350-0154,"Bag,386.0*353.0*0.15mm Packing",5000,5016,MFG Ⅴ line side,23C1100032,1537
1A,0,350-0158,"Tray,154x77x18mm,shipments",1000,5016,制五线边仓,22A1900161,279
1A,0,350-0158,"Tray,154x77x18mm,shipments",1000,5016,制五线边仓,22C3100016,200
1A,0,350-0159,"EPE sponge,320*200*10mm,H3C",1000,5016,制五线边仓,2322200237,100
1A,0,350-0208,"Carton,459*329*396mm,Shipment",1000,5016,制五线边仓,23C0700173,10
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,23C2800258,675
1A,0,350-0227,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,2410800011,2150
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",1000,5016,制五线边仓,2411100453,197
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",1000,5016,制五线边仓,2420611111,2650
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,23C1300357,600
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,23C1300358,1000
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,23C2200234,2097
1A,0,350-0229,"Tray,215x205x18.5mm,8pcs,Pack",5000,5016,MFG Ⅴ line side,2382800063,389
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",1000,5016,制五线边仓,22A0800044,34
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",1000,5016,制五线边仓,22A2200063,200
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",1000,5016,制五线边仓,22A2200140,420
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,2411000065,41
1A,0,350-0230,"Tray,215x205x18.5mm,8pcs,Pack",2000,5016,制五线边仓,2411000066,3000
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,5016,制五线边仓,2410600102,400
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,5016,制五线边仓,2411900074,50
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,5016,制五线边仓,2411900076,1000
1A,0,350-0484,"Packing Tray,319.2*190*19,4PCS,#2",1000,5016,制五线边仓,2412500090,1500
1A,0,350-0485,"Packing Tray,319.2*190*19,4PCS,#3",1000,5016,制五线边仓,2411900077,2000
1A,0,351-0009,"Carton,194*170*221mm",1000,5016,制五线边仓,2411100509,21
1A,0,351-0009,"Carton,194*170*221mm",1000,5016,制五线边仓,2412500102,400
1A,0,351-0010,"Paperboard,191*167*3mm",1000,5016,制五线边仓,2411800194,1088
1A,0,351-0010,"Paperboard,191*167*3mm",1000,5016,制五线边仓,2411800195,500
1A,0,352-0001,"EPE Sponge,360*300*10mm,pack",1000,5016,制五线边仓,23C0700179,33
1A,0,352-0002,"EPE Sponge,420*290*10mm,pack",1000,5016,制五线边仓,23C0700181,190
1A,0,352-0002,"EPE Sponge,420*290*10mm,pack",1000,5016,制五线边仓,23C2100137,100
1A,0,352-0002,"EPE Sponge,420*290*10mm,pack",1000,5016,制五线边仓,23C2100138,100
1A,0,352-0006,"sponge,Up-Down,pink,Arista",1000,5016,制五线边仓,2270700087,300
1A,0,352-0008,"sponge,Left-Right,pink,Arista",1000,5016,制五线边仓,22B0700117,28
1A,0,352-0009,"sponge,Up-Down,pink,Arista",1000,5016,制五线边仓,2311100089,36
1A,0,352-0009,"sponge,Up-Down,pink,Arista",1000,5016,制五线边仓,2311100090,100
1A,0,352-0009,"sponge,Up-Down,pink,Arista",1000,5016,制五线边仓,2360700187,200
,0,500-3344,"100G QSFP28 SR4 V2M,100m,Std,nalux lens",1000,5016,制五线边仓,,500
,0,500-3776-02,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",2000,5016,制五线边仓,,244
,0,500-3816,"100G CGR4 Gen3 V2.0,Weld+Sumi DFB+Cos PD",1000,5016,制五线边仓,,14
,0,500-4292,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",2000,5016,制五线边仓,,124
,0,500-4611,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",2000,5016,制五线边仓,,3
,0,500-4640,"40G QSFP+ IR4 V3(CWDM4 Pla_Ocl,GCS)HT",2000,5016,制五线边仓,,596
,0,500-5281,"100G QSFP28 CWDM4 COP V2 Google,Mit DFB",2000,5016,制五线边仓,,56
,0,500-5359,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",1000,5016,制五线边仓,,2
,0,500-5391-002,Q28 AOC G3 2m Sony Vcsel Cisco,1000,5016,制五线边仓,,67
,0,500-5391-003,Q28 AOC G3 3m Sony Vcsel Cisco,1000,5016,制五线边仓,,1082
,0,500-5391-010,Q28 AOC G3 10m Sony Vcsel Cisco,1000,5016,制五线边仓,,7
,0,500-5391-030,Q28 AOC G3 30m Sony Vcsel Cisco,1000,5016,制五线边仓,,30
,0,500-5481,Q28 SR4 G3 100m Sony Vcsel Cisco,1000,5016,制五线边仓,,2495
,0,500-5481,Q28 SR4 G3 100m Sony Vcsel Cisco,2000,5016,制五线边仓,,1125
,0,500-5495-007,Q28 AOC G3 7m Sony Vcsel Cisco,1000,5016,制五线边仓,,48
,0,500-5495-010,Q28 AOC G3 10m Sony Vcsel Cisco,1000,5016,制五线边仓,,161
,0,500-5499,"100G Q28 CWDM4 V2.0,Cisco(Weld+Mit DFB)",1000,5016,制五线边仓,,4
,0,500-5500,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",1000,5016,制五线边仓,,160
,0,500-5500,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",2000,5016,制五线边仓,,3037
,0,500-5529,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",2000,5016,制五线边仓,,912
,0,500-5614-002,Q28 AOC G3 2m BRCM Vcsel Cisco,1000,5016,制五线边仓,,54
,0,500-5785,"40G&100G CWDM4 COP(S-180),AWS(Mit Gen3)",2000,5016,制五线边仓,,1079
,0,500-6035,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",2000,5016,制五线边仓,,1
,0,500-6160,"40G QSFP+ IR4 V3.0(100G CWDM4 Ocl),UNIS",1000,5016,制五线边仓,,13
,0,500-6204,"100G Q28 CWDM4 Gen3,BD(SEI,2105B+2110S)",2000,5016,制五线边仓,,1
,0,500-6417,"100G CWDM4 COP Gen3.1,Mit+Sif,Alibaba",2000,5016,制五线边仓,,78
,0,500-6448,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),H3C",2000,5016,制五线边仓,,1
,0,500-7041,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",2000,5016,制五线边仓,,1140
1B,0,504-1585,"OE BOM,25G AOC V4S BRCM LP&GCS(Plus)",1000,5016,制五线边仓,P231201001,11
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240203042,82
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240203043,395
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240204676,254
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240204677,415
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240205968,168
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240205969,334
1B,0,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,5016,制五线边仓,P240206000,163
1A,0,910-0499,"L型硬纸护角板,50x50x5mm,L225mm",1000,5016,制五线边仓,23C2100140,360
1A,0,910-0866,"矿物干燥剂/吸附剂::61*85mm,电子品防潮,（1包100小袋)",1000,5016,制五线边仓,2412611111,8233
1A,0,910-0866,"矿物干燥剂/吸附剂::61*85mm,电子品防潮,（1包100小袋)",1000,5016,制五线边仓,2412911111,20000
,,,,,5016,,,1498611
,,,,,,,,25680.392
1A,0,262-0150-CD,"OE BOM,100G SR4 GEN3,Avago Vcsel,sealed",2000,5030,线边流转半成品仓,P230113481,1
,,,,,5030,,,1
1A,0,100-0018,"Capacitor,22uF,±20%,0805,X5R,6.3V",1000,6010,400G原材料仓,2261500360,72000
1A,0,100-0024,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",1000,6010,400G原材料仓,2420201007,165000
1A,0,100-0024,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",2000,6010,400G原材料仓,2411900280,210000
1A,0,100-0024,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",2000,6010,400G原材料仓,2420201007,105000
1A,0,100-0024,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",2000,6010,400G原材料仓,2420201009,930000
1A,0,100-0024,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",5000,6010,400G RM W/H,23C1200326,179997
1A,0,100-0025,"Capacitor,10000pF,±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420201010,2505000
1A,0,100-0025,"Capacitor,10000pF,±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420201011,1410000
1A,0,100-0025,"Capacitor,10000pF,±10%,0201,X7R,10V",2000,6010,400G原材料仓,2412100933,15000
1A,0,100-0025,"Capacitor,10000pF,±10%,0201,X7R,10V",2000,6010,400G原材料仓,2420201010,15000
1A,0,100-0025,"Capacitor,10000pF,±10%,0201,X7R,10V",5000,6010,400G RM W/H,23C1200327,29997
1A,0,100-0033,"Capacitor,1000PF(1nf),±10%,0201,X7R,25V",1000,6010,400G原材料仓,2420201012,255000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",1000,6010,400G原材料仓,2412800388,180000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",1000,6010,400G原材料仓,2420201013,570000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",1000,6010,400G原材料仓,2420201014,480000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",2000,6010,400G原材料仓,2412100935,15000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",2000,6010,400G原材料仓,2412600137,15000
1A,0,100-0038,"Capacitor,100pF,±5%,0201,C0G,50V",5000,6010,400G RM W/H,23C1200328,29997
1A,0,100-0061,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",1000,6010,400G原材料仓,2412600138,150000
1A,0,100-0061,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",1000,6010,400G原材料仓,2412800389,90000
1A,0,100-0061,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412800389,15000
1A,0,100-0061,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",5000,6010,400G RM W/H,23C1200329,14997
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",1000,6010,400G原材料仓,2412600139,45000
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",1000,6010,400G原材料仓,2412800390,420000
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412100809,15000
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412100810,15000
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412600139,15000
1A,0,100-0062,"Capacitor,1uF,±20%,0201,X5R,6.3V",5000,6010,400G RM W/H,23C1200330,74997
1A,0,100-0086,"Capacitor,0.1uF,±10%,01005,X5R,6.3V",1000,6010,400G原材料仓,2420600315,15300000
1A,0,100-0086,"Capacitor,0.1uF,±10%,01005,X5R,6.3V",1000,6010,400G原材料仓,2420600316,4700000
1A,0,100-0086,"Capacitor,0.1uF,±10%,01005,X5R,6.3V",1000,6010,400G原材料仓,2420600317,160000
1A,0,100-0086,"Capacitor,0.1uF,±10%,01005,X5R,6.3V",5000,6010,400G RM W/H,23C1200333,419994
1A,0,100-0088,"Capacitor,2.2uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412100811,15000
1A,0,100-0088,"Capacitor,2.2uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412600144,15000
1A,0,100-0088,"Capacitor,2.2uF,±20%,0201,X5R,6.3V",2000,6010,400G原材料仓,2412800395,15000
1A,0,100-0088,"Capacitor,2.2uF,±20%,0201,X5R,6.3V",5000,6010,400G RM W/H,23C1200334,44997
1A,0,100-0115,"Capacitor,4.7nF,±5%,0402,U2J,10V",1000,6010,400G原材料仓,2420201022,10000
1A,0,100-0115,"Capacitor,4.7nF,±5%,0402,U2J,10V",1000,6010,400G原材料仓,2420201023,90000
1A,0,100-0116,"Capacitor,47uF,±20%,0603,X5R,6.3V",1000,6010,400G原材料仓,2420600319,4500000
1A,0,100-0116,"Capacitor,47uF,±20%,0603,X5R,6.3V",1000,6010,400G原材料仓,2420600320,24000
1A,0,100-0116,"Capacitor,47uF,±20%,0603,X5R,6.3V",5000,6010,400G RM W/H,23C1200335,127997
1A,0,100-0122,"Capacitor,0.47uF,±10%,0402,X7R,10V",1000,6010,400G原材料仓,2261000243,19997
1A,0,100-0122,"Capacitor,0.47uF,±10%,0402,X7R,10V",1000,6010,400G原材料仓,22B1100154,70003
1A,0,100-0141,"Cap,100pF,±10%,01005(0402M),X7R,10V",1000,6010,400G原材料仓,2260700423,40000
1A,0,100-0141,"Cap,100pF,±10%,01005(0402M),X7R,10V",1000,6010,400G原材料仓,22B0300064,80000
1A,0,100-0142,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",1000,6010,400G原材料仓,2420200410,80000
1A,0,100-0142,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",1000,6010,400G原材料仓,2420200411,300000
1A,0,100-0143,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",1000,6010,400G原材料仓,2420201027,840000
1A,0,100-0143,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",1000,6010,400G原材料仓,2420201028,280000
1A,0,100-0143,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",1000,6010,400G原材料仓,2420201029,1320000
1A,0,100-0143,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",2000,6010,400G原材料仓,2420201027,40000
1A,0,100-0143,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",5000,6010,400G RM W/H,23C1200336,39997
1A,0,100-0214,"Capacitor,10uF,±20%,0402,X6S,6.3V",1000,6010,400G原材料仓,2420600326,190000
1A,0,100-0214,"Capacitor,10uF,±20%,0402,X6S,6.3V",1000,6010,400G原材料仓,2420600327,730000
1A,0,100-0214,"Capacitor,10uF,±20%,0402,X6S,6.3V",1000,6010,400G原材料仓,2420600328,2480000
1A,0,100-0224,"Capacitor,4.7uF,±20%,0402,X6S,6.3V",1000,6010,400G原材料仓,1971900030,3
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600331,300000
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600332,525000
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600333,945000
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600334,90000
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600335,450000
1A,0,100-0225,"Capacitor,0.1uF(100nF),±10%,0201,X7R,10V",1000,6010,400G原材料仓,2420600336,510000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412600155,40000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412600156,520000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412600157,80000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412800402,124000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412800403,168000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412800404,912000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412800405,56000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2412800406,760000
1A,0,100-0227,"Capacitor,22uF,±20%,0603,X6S,6.3V",1000,6010,400G原材料仓,2420600338,872000
1A,0,100-0268,"Capacitor,1uF,±20%,0201,X6S,6.3V",1000,6010,400G原材料仓,2412000247,255000
1A,0,100-0268,"Capacitor,1uF,±20%,0201,X6S,6.3V",1000,6010,400G原材料仓,2412400209,570000
1A,0,100-0268,"Capacitor,1uF,±20%,0201,X6S,6.3V",1000,6010,400G原材料仓,2420200630,1680000
1A,0,100-0285,"Capacitor,22uF,±20%,0805,X6S,10V",1000,6010,400G原材料仓,20C0500014,306
1A,0,100-0285,"Capacitor,22uF,±20%,0805,X6S,10V",1000,6010,400G原材料仓,2120500335,2000
1A,0,100-0285,"Capacitor,22uF,±20%,0805,X6S,10V",1000,6010,400G原材料仓,2120500336,1000
1A,0,100-0365,"Cap,1000pF(1nF),±10%,01005(0402M)X7R,10V",1000,6010,400G原材料仓,2420200418,160000
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",1000,6010,400G原材料仓,2420500296,95954
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",1000,6010,400G原材料仓,2420500297,16000
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",1000,6010,400G原材料仓,2420500298,93268
1A,0,101-0001,"WB Capacitor,220pF,+80%,-20%,16V",2000,6010,400G原材料仓,2411300002,47922
1A,0,110-0001,"Resistor,0201,0.5A,0 ohm",1000,6010,400G原材料仓,2420200884,200000
1A,0,110-0001,"Resistor,0201,0.5A,0 ohm",1000,6010,400G原材料仓,2420200885,2080000
1A,0,110-0002,"Resistor,0201,±1%,1.2K ohm",1000,6010,400G原材料仓,22A1500108,1870000
1A,0,110-0002,"Resistor,0201,±1%,1.2K ohm",1000,6010,400G原材料仓,22A1500109,10000
1A,0,110-0002,"Resistor,0201,±1%,1.2K ohm",1000,6010,400G原材料仓,22A1500110,40000
1A,0,110-0003,"Resistor,0201,±5%,1M ohm",1000,6010,400G原材料仓,2372500257,10000
1A,0,110-0003,"Resistor,0201,±5%,1M ohm",1000,6010,400G原材料仓,2380900155,10000
1A,0,110-0011,"Resistor,0201,±5%,39 ohm",1000,6010,400G原材料仓,2420200886,80000
1A,0,110-0011,"Resistor,0201,±5%,39 ohm",1000,6010,400G原材料仓,2420200887,190000
1A,0,110-0063,"Resistor,0201,±5%,1K ohm",1000,6010,400G原材料仓,22B2100091,1220000
1A,0,110-0064,"Resistor,0201,±1%,10K ohm",1000,6010,400G原材料仓,2420200767,10000
1A,0,110-0064,"Resistor,0201,±1%,10K ohm",1000,6010,400G原材料仓,2420200888,4800000
1A,0,110-0083,"Resistor,0201,±5%,200K ohm",1000,6010,400G原材料仓,2241400447,2255.240
1A,0,110-0083,"Resistor,0201,±5%,200K ohm",1000,6010,400G原材料仓,22B2600239,47744.760
1A,0,110-0083,"Resistor,0201,±5%,200K ohm",1000,6010,400G原材料仓,22B2600240,40000
1A,0,110-0083,"Resistor,0201,±5%,200K ohm",1000,6010,400G原材料仓,22B2600241,20000
1A,0,110-0083,"Resistor,0201,±5%,200K ohm",1000,6010,400G原材料仓,22B2600242,20000
1A,0,110-0099,"Resistor,±1%,0201,100K ohm",1000,6010,400G原材料仓,2420200893,890000
1A,0,110-0121,"Resistor,0201,±5%,5.1K ohm",1000,6010,400G原材料仓,2420200895,20000
1A,0,110-0158,"Resistor,0201,±1%,150 ohm",1000,6010,400G原材料仓,2420200898,410000
1A,0,110-0161,"Resistor,0201,±1%,200 ohm",1000,6010,400G原材料仓,2420200899,20000
1A,0,110-0177,"Resistor,0201,±1%,0.05W,33K ohm",1000,6010,400G原材料仓,2420200900,200000
1A,0,110-0213,"Resistor,0201,±5%,47K ohm",1000,6010,400G原材料仓,2261700352,100000
1A,0,110-0214,"Resistor,0201,0.5A,0 ohm",1000,6010,400G原材料仓,2420200768,10000
1A,0,110-0214,"Resistor,0201,0.5A,0 ohm",1000,6010,400G原材料仓,2420200903,80000
1A,0,110-0214,"Resistor,0201,0.5A,0 ohm",1000,6010,400G原材料仓,2420200904,30000
1A,0,110-0237,"Resistor,0201,±1%,1M ohm",1000,6010,400G原材料仓,2420200773,40000
1A,0,110-0239,"Resistor,0201,±1%,51K ohm",1000,6010,400G原材料仓,2420200774,10000
1A,0,110-0260,"Resistor,0201,±1%,15K ohm",1000,6010,400G原材料仓,2420200789,10000
1A,0,110-0261,"Resistor,0201,±1%,200K ohm",1000,6010,400G原材料仓,2420200790,100000
1A,0,110-0272,"Resistor,0201,±1%,240K ohm",1000,6010,400G原材料仓,2420200793,10000
1A,0,110-0273,"Resistor,0201,±1%,680K ohm",1000,6010,400G原材料仓,2420200794,30000
1A,0,110-0273,"Resistor,0201,±1%,680K ohm",1000,6010,400G原材料仓,2420200795,20000
1A,0,110-0284,"Thermistors,-40°C～+125°C",1000,6010,400G原材料仓,2370100105,12000
1A,0,110-0284,"Thermistors,-40°C～+125°C",1000,6010,400G原材料仓,2410500391,12000
1A,0,110-0284,"Thermistors,-40°C～+125°C",1000,6010,400G原材料仓,2420500191,15000
1A,0,110-0284,"Thermistors,-40°C～+125°C",1000,6010,400G原材料仓,2420500192,6000
1A,0,110-0296,"Resistor,0201,±1%,102K ohm",1000,6010,400G原材料仓,2271600290,559988
1A,0,110-0369,"Resistor,0201,±1%,1/20W,1.2K ohm",1000,6010,400G原材料仓,2420200929,130000
1A,0,110-0371,"Res,0201,±5%,1/20W,39 ohm",1000,6010,400G原材料仓,2420200930,2050000
1A,0,110-0371,"Res,0201,±5%,1/20W,39 ohm",1000,6010,400G原材料仓,2420200931,690000
1A,0,110-0371,"Res,0201,±5%,1/20W,39 ohm",1000,6010,400G原材料仓,2420200932,660000
1A,0,110-0371,"Res,0201,±5%,1/20W,39 ohm",2000,6010,400G原材料仓,2412400173,20000
1A,0,110-0372,"Res,RMS02FT1302,0201,±1%,1/20W,13K",1000,6010,400G原材料仓,2420200933,10000
1A,0,110-0372,"Res,RMS02FT1302,0201,±1%,1/20W,13K",1000,6010,400G原材料仓,2420200934,40000
1A,0,110-0375,"Res,RMS02FT2403,0201,±1%,1/20W,240K",1000,6010,400G原材料仓,2112800388,20000
1A,0,110-0377,"Res,RMS02FT4701,0201,±1%,1/20W,4.7K",1000,6010,400G原材料仓,2420200936,300000
1A,0,110-0561,"Resistor,0201,±1%,1/20W,200 ohm",1000,6010,400G原材料仓,2420200939,10000
1A,0,110-0566,"Resistor,0201,±5%,1/20W,0 ohm",2000,6010,400G原材料仓,2282900288,40000
